Name,Symbol,country,price (GBP),revenue_ttm,marketcap,earnings_ttm,pe_ratio_ttm,dividend_yield_ttm
Koç Holding,KCHOL.IS,Turkey,4.2353775188,68968959519,10736732368.856,4702100000.0,3.29628,445.728
Munich RE (Münchener Rück),MUV2.DE,Germany,419.56794028,68353328233,56121378062.276,8201760000.0,15.8235,295.213
HCA Healthcare,HCA,United States,303.1991232,68347000000,78247810959.606,10451000000.0,19.4329,62.4876
MetLife,MET,United States,62.442622,68071000000,43730128211.313,4777000000.0,29.9984,255.213
Progressive,PGR,United States,190.68049,67801000000,111700253634.07,8992500000.0,54.3507,41.816
Zurich Insurance Group,ZURN.SW,Switzerland,462.24836772,67336000000,66559123389.286,5745000000.0,0.0,478.991
Korea Electric Power,KEP,South Korea,5.962337,67092358385,7655222958.8582,5747750000.0,-0.65482,0.0
HSBC,HSBC,United Kingdom,34.402494,66985000000,125567128611.72,30247000000.0,6.56403,898.729
Caterpillar,CAT,United States,297.3129822,66368000000,144123974917.16,14331000000.0,22.0327,132.965
Hitachi,6501.T,Japan,20.223713732,66282234216,93113874977.399,6146890000.0,4.9987,84.3929
Santander,SAN,Spain,3.8898058,65880637822,60636624066.642,19272500000.0,7.83186,365.759
LG Electronics,066570.KS,South Korea,59.383581188,64577872230,10157439314.107,5575230000.0,47.3023,121.175
Accenture,ACN,Ireland,268.1565828,64475845000,167645414540.57,9379430000.0,32.0826,110.666
Aeon,8267.T,Japan,20.8548452,64458675478,17855302733.317,1438900000.0,162.709,81.8389
ArcelorMittal,MT,Luxembourg,19.9138246,63699000000,15489092840.489,938000000.0,5.31967,181.048
American Express,AXP,United States,203.938594,63268000000,145304694673.9,12547000000.0,25.3801,70.0952
Merck,MRK,United States,86.1243388,62479000000,218308852280.2,16490000000.0,62.4094,267.394
Prudential Financial,PRU,United States,91.6142606,62456000000,32706292430.111,3409000000.0,41.2009,422.15
Country Garden,2007.HK,China,0.047408313044,62400643767,1326887511.9897,777306000.0,-1.65045,0.0
IBM,IBM,United States,168.088376,62362000000,154883406823.42,8925000000.0,28.9816,301.123
Société Générale,GLE.PA,France,18.753435716,62232161848,14937099828.849,5419170000.0,4.97632,397.418
General Electric,GE,United States,140.2501674,61915000000,152074667286.86,6730000000.0,21.6819,21.9923
Bouygues,EN.PA,France,25.381801952,60912365770,9555985700.4526,2398960000.0,11.5118,620.356
Nippon Steel,5401.T,Japan,17.105392432,60511781598,16189941459.378,5475350000.0,4.45885,443.457
CNOOC,0883.HK,China,1.8982861872,60337157742,93962943750.994,26805400000.0,16.4076,642.214
Allstate,ALL,United States,142.3226986,60302000000,37579025703.567,4090000000.0,-23.7528,192.185
Delta Air Lines,DAL,United States,38.8066228,60117000000,25046532334.715,6487000000.0,9.68797,77.6096
Anheuser-Busch Inbev,BUD,Belgium,50.365556,59927000000,98106053149.983,10059000000.0,21.1506,132.141
Daimler Truck,DTG.F,Germany,28.345521568,59805217527,22714314226.493,5507950000.0,9.24646,553.829
Idemitsu Kosan,5019.T,Japan,5.4985395676,59485386564,7378988911.2464,2237710000.0,2.62801,275.91
Performance Food Group,PFGC,United States,59.4100212,58281200000,9258160917.3402,829000000.0,30.4319,0.0
Unilever,UL,United Kingdom,49.679792,58038974771,123466154286.12,8050550000.0,32.8712,281.632
Panasonic,6752.T,Japan,6.6485276976,57971633469,15521191754.92,3090510000.0,6.81839,249.578
SK Innovation,096775.KS,South Korea,46.231465824,57444317897,6461313775.8604,394167000.0,-8.46918,0.0
Vanke,2202.HK,China,0.72823031668,57004489902,12021121866.63,1801040000.0,3.3518,989.182
Lenovo,0992.HK,Hong Kong,1.0361436864,56863784000,12853010352.459,1640660000.0,9.76897,357.68
ConocoPhillips,COP,United States,79.2666988,56447000000,92048458568.499,15831000000.0,11.4323,310.351
TD Synnex,SNX,United States,90.4141736,56291082000,7619202854.2566,1091650000.0,17.1693,125.345
Bunge,BG,United States,73.8110652,55821000000,10455411768.115,2360000000.0,7.47091,273.099
Pfizer,PFE,United States,22.115889,55642000000,125367285497.86,-1212000000.0,15.6398,570.643
United Airlines Holdings,UAL,United States,43.946043,55635000000,14450952306.852,5465000000.0,6.63907,0.0
TJX Companies,TJX,United States,89.4121962,55623000000,100845331974.06,6367000000.0,34.0742,116.936
POSCO,PKX,South Korea,54.2934598,55227769629,16551360173.097,2090520000.0,22.8973,128.499
Intel,INTC,United States,18.027287836,55121000000,77084681092.137,1036000000.0,-59.6875,209.424
AbbVie,ABBV,United States,148.2621768,55000000000,261975621310.87,7066000000.0,52.9227,311.104
Enterprise Products,EPD,United States,22.2720908,54863000000,48337115584.922,5914000000.0,11.7794,695.682
Deere & Company,DE,United States,316.1981608,54848000000,86511819330.683,14020000000.0,12.2977,137.799
Midea,000333.SZ,China,8.177507112,54821959350,61838248563.245,6060840000.0,16.5873,384.634
Charter Communications,CHTR,United States,246.6540716,54659000000,35207645842.801,12285000000.0,10.4894,0.0
Rio Tinto,RIO,United Kingdom,54.3048892,54041000000,86658106287.718,15742000000.0,0.0,610.698
Chubb,CB,Switzerland,219.0863588,53833000000,88496405765.816,10407000000.0,16.9592,120.524
BHP Group,BHP,Australia,47.4091512,53817000000,120103826896.2,23550000000.0,5.07779,490.243
Oracle,ORCL,United States,128.6112284,53815000000,356389408144.1,16020000000.0,48.6282,71.1153
Bharat Petroleum,BPCL.NS,India,3.3600378708,53806964559,14356035941.724,3116460000.0,2.81339,339.558
Cisco,CSCO,United States,40.2352978,53803000000,160431375248.26,13240000000.0,17.1578,222.568
American Airlines,AAL,United States,8.677733852,53448000000,5698702399.8771,1996000000.0,4.68421,0.0
HP,HPQ,United States,27.144825,53321000000,26151541600.174,3777000000.0,15.1454,308.105
Walmex,WMMVF,Mexico,2.28588,53268864646,40259146197.074,4540900000.0,18.3643,20.0
Tyson Foods,TSN,United States,45.5499688,53092000000,16208045233.521,505000000.0,60.2929,326.688
Compagnie de Saint-Gobain,SGO.PA,France,68.985039148,53000221092,34462183676.521,4218440000.0,14.401,252.819
Tata Motors,TATAMOTORS.NS,India,8.852146496,52916067823,36068187147.903,3861840000.0,485.915,51.5551
CATL,300750.SZ,China,27.08158232,52768937950,119223542684.03,8631940000.0,25.1242,194.656
Morgan Stanley,MS,United States,78.8400012,52688000000,127552077081.48,13710000000.0,18.4592,326.578
Volvo Group,VOLV-A.ST,Sweden,20.058749392,52392222205,40430079026.139,7179370000.0,11.0664,6.44342
Hindustan Petroleum,HINDPETRO.NS,India,4.0012576892,52065129513,8513955412.0668,1786590000.0,7.35004,228.114
Nike,NKE,United States,67.966832,51362000000,101906748837.4,6311000000.0,27.3517,162.12
Traton,8TRA.DE,Germany,24.866716992,51187897208,12473466340.751,4811260000.0,8.91119,497.559
Sanofi,SNY,France,43.9536626,51136758851,110186124954.17,6749760000.0,18.1275,353.339
Bayer,BAYN.DE,Germany,25.896810716,50873527669,25441682280.819,2386110000.0,-8.65863,0.0
China Unicom,0762.HK,Hong Kong,0.6519863132,50718682162,19949481429.504,2874540000.0,12.2229,551.69
Goldman Sachs,GS,United States,374.4728616,50079000000,118258523378.16,14163000000.0,23.9323,220.658
Renault,RNO.PA,France,32.896708648,49762402789,9502632504.6263,2309470000.0,-32.3683,466.686
Plains All American Pipeline,PAA,United States,13.200957,49697000000,9254940837.8061,1859000000.0,10.7963,670.097
Plains GP,PAGP,United States,14.09626,49697000000,3279551133.8394,1837000000.0,15.6387,629.769
Marubeni,8002.T,Japan,12.516107352,49463263396,20758515438.694,3880210000.0,8.0424,321.969
Iberdrola,IBE.MC,Spain,11.711401396,49361104546,74508750361.364,9992280000.0,-1.3903,143.027
AstraZeneca,AZN,United Kingdom,59.394782,49133000000,184976786119.07,9402000000.0,39.1033,186.808
Maersk,MAERSK-B.CO,Denmark,1275.2086364,48996000000,19709516533.882,-17307000000.0,1.68983,0.0
Novartis,NVS,Switzerland,87.8463684,48860000000,178016583035.78,10899000000.0,30.9118,326.702
Denso,6902.T,Japan,11.36882418,48758027955,33092831185.853,2950230000.0,8.67582,229.357
Tokio Marine,8766.T,Japan,27.979475984,48307239619,54872462163.962,5637890000.0,26.2997,208.416
China Pacific Insurance,601601.SS,China,4.2037866572,47839978790,36667206680.338,46009700000.0,13.5216,0.0
China Shenhua Energy,601088.SS,China,4.6875931592,47616857288,89486190074.643,11302500000.0,12.1589,0.0
Pinduoduo,PDD,China,105.6381344,47565550959,146410785361.76,16292200000.0,30.2817,0.0
Veolia,VIE.PA,France,24.84980148,47223171043,18148051578.927,-14448100000.0,0.0,416.466
Sumitomo,8053.T,Japan,17.083981356,47127331260,20670946982.251,4227020000.0,7.19529,346.885
America Movil,AMX,Mexico,12.5266224,47082157467,38482913810.514,3835670000.0,13.039,320.317
Broadcom,AVGO,United States,130.523748,46815000000,609621668512.4,13562000000.0,7.18943,1178.41
Bristol-Myers Squibb,BMY,United States,39.1952224,46509000000,79464390870.303,-6419000000.0,12.8237,347.672
Coca-Cola,KO,United States,54.8001632,46465000000,235984556240.4,14500000000.0,28.8313,263.268
Legal &amp; General,LGEN.L,United Kingdom,2.2660004636,46428403078,13223152640.305,96824000.0,0.0,876.328
World Kinect,WKC,United States,23.323443208,46164900000,1378273235.6608,146800000.0,17.4068,201.233
SoftBank,9984.T,Japan,45.07412478,46103468094,65367872564.339,842032000.0,9.04153,46.2797
CM Bank,3968.HK,China,3.7682274624,45889560009,97753468603.551,24422300000.0,6.16464,0.0
L'Oréal,OR.PA,France,340.6189788,45525646695,181723201670.72,8844790000.0,0.0,160.077
George Weston,WN.TO,Canada,126.25143828,45060244958,16683419969.214,2297920000.0,18.5126,130.713
UBS,UBS,Switzerland,23.407335004,44948000000,74953327067.791,2839000000.0,2.88115,225.588
General Dynamics,GD,United States,228.2984552,44946000000,62731387625.8,4675000000.0,24.8658,135.275
Orange,ORAN,France,8.831573576,44812353255,23503465852.6,-6627900000.0,0.0,662.661
Loblaw Companies,L.TO,Canada,100.08801776,44609459001,30566086760.639,2794760000.0,28.52,103.583
ENKA,ENKAI.IS,Turkey,1.0206149416,44221590246,5843531993.3567,12838200000.0,2.85791,401.217
Telefónica,TEF,Spain,3.7297942,44094171500,21282987329.864,-1474530000.0,17.1328,658.487
Cenovus Energy,CVE,Canada,12.7133026,44085796679,23664285691.003,4622190000.0,10.3913,325.12
The Travelers Companies,TRV,United States,177.7957464,44082000000,40525163622.892,4909000000.0,25.2524,171.53
MS&amp;AD Insurance,8725.T,Japan,17.811424568,44034118052,28244825590.738,3292780000.0,8.43402,239.557
Swiss Re,SREN.SW,Switzerland,105.85300712,43745000000,30740199961.978,4372000000.0,0.0,547.549
Continental,CON.DE,Germany,48.990370592,43684679399,9798369823.6466,1333950000.0,17.3773,371.936
Magna International,MGA,Canada,31.5756224,43070000000,9098010530.8979,1602000000.0,13.1456,437.632
Dow,DOW,United States,41.503732612,43031000000,29090839873.946,1122000000.0,29.9348,508.352
Woolworths Group,WOW.AX,Australia,16.916883528,42846956116,20665472407.849,1547430000.0,4.96735,319.334
Hyundai Mobis,012330.KS,South Korea,123.83450116,42795424976,11146157662.991,3930640000.0,6.60611,156.446
Porsche,P911.DE,Germany,60.30494322,42694060735,54937802789.575,7313410000.0,0.0,316.052
Wilmar International,F34.SI,Singapore,1.959684924,42640519000,12233774484.351,2621150000.0,10.4976,490.202
Power Financial,PWF-PS.TO,Canada,11.718259036,42540908911,10771042354.817,2998450000.0,0.0,429.134
Best Buy,BBY,United States,78.024704,42537000000,16753870171.341,1648000000.0,17.5403,363.779
Thermo Fisher Scientific,TMO,United States,465.6832834,42346000000,178001202806.13,6859000000.0,40.0535,24.0878
Aviva,AV.L,United Kingdom,4.856999726,42126103125,12899512320.178,1835830000.0,0.0,671.773
Fomento Económico Mexicano,FMX,Mexico,75.7312044,42101031844,136672865364.21,4455820000.0,8.02076,221.35
Vale,VALE,Brazil,9.086373,42056000000,38790090828.186,12747000000.0,5.61429,1210.35
American International Group,AIG,United States,55.470688,42048000000,35720405471.56,4890000000.0,11.9446,201.8
Xiaomi,XIACF,China,2.15482288,41780071275,53646253511.803,3388930000.0,50.6311,0.0
Mitsubishi UFJ Financial,MUFG,Japan,7.771992,41268411808,90600438659.809,13772000000.0,10.8953,0.0
Toronto Dominion Bank,TD,Canada,48.2244484,41229576524,84575552034.243,7461170000.0,11.0649,349.432
LyondellBasell,LYB,United States,73.5824772,41037000000,23920852764.672,3343000000.0,13.7757,527.844
Zijin Mining,601899.SS,China,1.9502975768,40866899923,50734846238.268,5095660000.0,23.9486,26.8792
Royal Bank Of Canada,RY,Canada,94.7421064,40809470302,134219057085.15,13722400000.0,16.1326,242.878
Northrop Grumman,NOC,United States,401.7510296,40764000000,58754075218.412,2638000000.0,17.2435,145.599
Abbott Laboratories,ABT,United States,85.6785922,40725000000,149065560310.42,6509000000.0,37.8272,188.562
Suncor Energy,SU,Canada,28.021079,40540641182,35719310004.716,7923400000.0,10.8325,430.978
Inditex,IDEXY,Spain,22.630212,40170081356,141313225464.22,7790450000.0,38.8551,245.372
Uber,UBER,United States,57.451784,40059000000,120510653402.32,2451000000.0,-378.75,0.0
Warner Bros. Discovery,WBD,United States,6.2175936,39934000000,14965747795.2,-9890000000.0,-3.08088,0.0
EnBW Energie,EBK.DE,Germany,56.57286314,39728256571,15323033324.714,1461540000.0,8.68492,219.074
Schneider Electric,SU.PA,France,199.8202002,39688260004,112346560800.32,5972810000.0,40.1848,144.784
Dollar General,DG,United States,65.0370958,39676978000,14302633586.524,1809220000.0,12.6919,202.703
Imperial Brands,IMB.L,United Kingdom,21.780017032,39609744912,18406039551.794,3794490000.0,0.0,664.106
State Bank of India,SBIN.NS,India,7.1560311556,39589044690,63864812391.233,11098800000.0,10.2936,174.742
GlaxoSmithKline,GSK,United Kingdom,31.1489248,39466901179,63527614125.179,6269700000.0,11.629,364.284
Lufthansa,LHA.DE,Germany,5.5576448048,39273057161,6650391635.3924,2161670000.0,5.48971,446.953
KDDI,9433.T,Japan,24.572295648,39254825313,49618315487.657,6897550000.0,14.5918,270.114
OMV,OMV.F,Austria,31.799029072,39158354036,10405108736.267,5559220000.0,8.18776,545.647
Meituan,3690.HK,China,16.812875988,39004178960,101605222809.2,2174750000.0,-93.3586,0.0
Eli Lilly,LLY,United States,665.9454204,38922800000,599634556336.21,8989300000.0,161.677,55.3663
LG Chem,051910.KS,South Korea,202.9747146,38513057594,15373144781.531,3011970000.0,18.9576,95.4472
China Taiping Insurance,0966.HK,Hong Kong,1.2218638168,38495218891,4391402336.8269,191760000.0,0.0,0.0
Sainsbury's,SBRY.L,United Kingdom,2.9840029912,38112700603,6952690175.9715,395759000.0,978.729,430.328
Compass Group,CPG.L,United Kingdom,24.137826056,37844839573,40977522687.784,2130820000.0,4527.3,197.523
Thyssenkrupp,TKA.F,Germany,2.8894361356,37793245106,1798766321.1042,-2129020000.0,7.79202,428.93
Capital One,COF,United States,112.808178,37780000000,43076480935.035,5387000000.0,11.1762,160.977
Banco Bilbao Vizcaya Argentaria,BBVA,Spain,8.2939346,37759036877,47952628569.539,15171200000.0,9.02348,536.585
Jardine Matheson,J36.SI,Hong Kong,29.7621576,37724000000,21458515629.6,3223000000.0,0.0,576.037
Volvo Car,VOLCAR-B.ST,Sweden,2.0517373116,37690663993,6099849707.9962,2184500000.0,6.82765,0.0
Old Mutual,OMU.JO,South Africa,0.58615906488,37434206171,2553590379.024,3253220000.0,2.1992,581.249
Molina Healthcare,MOH,United States,259.6912072,37407000000,15217905497.784,1535000000.0,21.1606,0.0
S.F. Express,002352.SZ,China,4.8359620104,37397619226,23289567485.141,1584150000.0,31.1083,130.081
QUALCOMM,QCOM,United States,129.91341804,37348000000,144490978156.87,9850000000.0,26.2952,191.03
Honeywell,HON,United States,157.840014,37334000000,102544073345.6,8196000000.0,25.5074,205.654
Novo Nordisk,NVO,Denmark,89.7360292,37329866240,394788523422.52,16853200000.0,42.2865,113.614
D. R. Horton,DHI,United States,143.9037656,37302900000,46889460831.846,6593300000.0,13.4333,60.415
PBF Energy,PBF,United States,23.6436188,37253900000,2769850073.4771,1039000000.0,1.39422,302.837
SABIC,2010.SR,Saudi Arabia,15.216036416,37194786421,46016807354.199,1728440000.0,56.7433,454.253
Haier Smart Home,600690.SS,China,3.4565629636,36963017944,30582744018.488,3308270000.0,19.1624,171.959
Imperial Oil,IMO,Canada,53.4819724,36943532837,28684256262.39,5151960000.0,10.6173,230.474
US Foods,USFD,United States,46.009887856,36700000000,11252086129.295,685000000.0,31.6632,0.0
Suzuki Motor,7269.T,Japan,8.51795084,36601845119,16432357723.569,3402190000.0,3.26817,169.758
Pegatron,4938.TW,Taiwan,2.4501052388,36591718562,6526550373.3613,992796000.0,16.1763,384.114
Starbucks,SBUX,United States,73.9901258,36475800000,83845615323.382,5934100000.0,27.1226,230.003
Salesforce,CRM,United States,208.6856048,36465000000,199663919204.93,6836000000.0,171.826,14.4592
Philip Morris,PM,United States,92.3038344,36449000000,143513996507.22,13167000000.0,23.4214,431.106
Longfor Group,0960.HK,China,1.4701484828,36330105845,9852170703.7372,6643880000.0,3.26154,233.58
Netflix,NFLX,United States,539.620072,36304243000,231910493200.06,8926480000.0,69.348,0.0
Mondelez,MDLZ,United States,56.3202734,35976000000,75232624298.23,6026000000.0,22.0833,229.111
Quanta Computer,2382.TW,Taiwan,6.2798914496,35912890690,24205960942.088,2196880000.0,28.2474,337.142
Siemens Energy,ENR.F,Germany,27.568703348,35846668759,21983226900.409,1777340000.0,-8.59799,0.0
Mitsubishi Electric,6503.T,Japan,12.3208932,35814616948,25718785553.349,2490200000.0,19.6347,192.395
Lennar,LEN,United States,141.5302602,35776308000,38494105674.056,5451070000.0,13.8541,73.5176
Daiwa House,1925.T,Japan,24.09622304,35434826319,15363183502.438,3094760000.0,8.58487,281.353
Grupo ACS,ACS.MC,Spain,34.956972292,35307018103,8619543129.0975,1231300000.0,16.6372,107.86
JFE Holdings,5411.T,Japan,10.261620104,35298976264,6525974298.075,1999360000.0,7.95936,462.008
Paccar,PCAR,United States,74.381544652,35289400000,38992443216.527,5772900000.0,12.5166,439.213
Schlumberger,SLB,United States,31.9185044,35146000000,45319169970.012,6110000000.0,14.4784,248.286
SAP,SAP,Germany,174.946016,35128949831,205647552608.99,5202980000.0,42.8652,104.605
Bank of Communications,601328.SS,China,0.795600534,35021663837,51997143289.503,13617800000.0,6.14296,0.0
Jerónimo Martins,JEM.F,Portugal,15.122696316,34956425632,9675321822.1704,934564000.0,15.9136,357.865
Visa,V,United States,209.8285448,34918000000,408301178727.96,23180000000.0,33.153,73.0458
Huaneng Power,600011.SS,China,0.8289286644,34445392116,11405499323.327,2190320000.0,-159.559,0.0
Cummins,CMI,United States,248.0408388,34173000000,33993500302.868,2846000000.0,16.5182,205.882
HDFC Bank,HDB,India,48.1406328,34078962625,122415854382.61,9928920000.0,21.6725,0.0
Lithia Motors,LAD,United States,240.5279132,33744900000,6431692607.529,1144400000.0,8.51611,63.2734
Ecopetrol,EC,Colombia,6.850325184,33612137957,14083104839.844,7799580000.0,3.26372,3609.76
CK Hutchison Holdings,0001.HK,Hong Kong,4.369383424,33596390746,16734916395.006,6646790000.0,0.0,564.941
Heineken,HEIA.AS,Netherlands,67.532743388,33564006191,38181063799.213,2787970000.0,0.0,212.938
Aisin Seiki,7259.T,Japan,8.435049592,33515253213,6625017247.3112,1009500000.0,7.52768,955.493
SK Hynix,000660.KS,South Korea,99.4091114,33365618686,68454899188.02,3375660000.0,-13.9491,50.1134
Metro AG,B4B.F,Germany,4.1543049748,33328251495,1502765180.2915,639961000.0,2.92247,1093.88
CBRE Group,CBRE,United States,93.5420194,33144021000,28664175824.568,1195520000.0,64.4869,0.0
Luxshare Precision,002475.SZ,China,4.6725444492,33142901695,33657822108.154,2164350000.0,32.8517,0.0
CRRC,1766.HK,China,0.4965655222,33105862811,23445779640.177,2483120000.0,10.6684,431.251
Air France-KLM,AF.PA,France,7.665165208,33062324205,2013079730.4619,1306280000.0,15.5965,0.0
Sompo Holdings,8630.T,Japan,17.121469788,32964995637,16665730121.46,3332210000.0,5.7791,276.901
Mazda,7261.T,Japan,5.7231882344,32928759667,3606045514.585,2080810000.0,4.01719,248.512
Linde,LIN,United Kingdom,363.6339806,32824000000,173550823497.4,8745000000.0,39.3015,111.163
Nucor,NUE,United States,114.5873546,32694520000,27195931912.602,5095960000.0,7.59383,141.877
Medtronic,MDT,Ireland,67.8830164,32577000000,87066749751.46,5645000000.0,32.8382,310.121
China Resources Pharmaceutical Group,3320.HK,Hong Kong,0.58747192196,32522492689,3690798938.0008,1261410000.0,0.0,281.725
Diageo,DEO,United Kingdom,107.283968,32342252682,59553971999.867,-1708170000.0,0.0,293.315
Cement Roadstone Holding,CRH,Ireland,69.6660028,32323000000,47398937181.061,3813000000.0,0.0,219.459
ABB,ABBN.SW,Switzerland,44.120379448,32322000000,81321422542.196,4985000000.0,26.9914,0.0
Enbridge,ENB,Canada,30.883305544,32191027607,67446670167.572,5677110000.0,29.0969,484.648
Subaru,7270.T,Japan,13.27562908,32111046497,9780792172.9784,4097090000.0,7.46864,71.4234
BT Group,BT-A.L,United Kingdom,1.491003328,31993706844,14584620032.107,4476180000.0,1146.41,506.05
Postal Savings Bank of China,601658.SS,China,0.56552214024,31970553531,54066487337.308,14784500000.0,6.02215,478.134
Manulife Financial,MFC,Canada,22.325428,31882810897,39646833287.987,4399740000.0,13.9507,281.07
Mitsubishi Heavy Industries,7011.T,Japan,11.326002028,31730298288,38065670170.543,2367640000.0,5.91645,83.718
Hochtief,HOT.F,Germany,93.47191908,31711306044,7057243690.028,1098400000.0,17.2722,388.936
CJ Group,001040.KS,South Korea,67.696107612,31597058310,1831755432.6414,3547170000.0,235.539,245.299
Barclays,BCS,United Kingdom,9.2235258,31552679792,33559611165.901,7766270000.0,7.15686,330.894
Deutsche Bank,DB,Germany,13.0828532,31452238670,25561540635.443,5235070000.0,6.61718,282.17
HF Sinclair,DINO,United States,34.0519924,31438583000,6497698386.1248,1751080000.0,3.91782,419.519
Canadian Natural Resources,CNQ,Canada,25.312158808,31420829430,54013868465.193,7233030000.0,6.54729,443.24
Fannie Mae,FNMA,United States,0.9295912,31097000000,1076550242.3296,21934000000.0,357.876,0.0
PayPal,PYPL,United States,59.7071856,31028000000,61040448724.664,5642000000.0,23.1098,0.0
Dollar Tree,DLTR,United States,55.0287512,30966300000,11830741521.818,-965800000.0,13.2704,0.0
Amgen,AMGN,United States,243.522416,30934000000,130896690285.12,3525000000.0,22.8035,271.485
Weichai Power,2338.HK,China,1.4036750924,30683033377,13956479172.529,2270910000.0,19.5041,514.783
Michelin,ML.PA,France,30.844826564,30667739340,22001697242.841,2849020000.0,13.4256,362.319
Anglo American,AAL.L,United Kingdom,24.310029016,30652000000,29471741952.106,3595000000.0,0.0,340.186
Rajesh Exports,RAJESHEXPO.NS,India,2.6366254272,30648442825,778895906.62136,28598400.0,6.83469,0.0
International Consolidated Airlines,BABWF,Spain,2.057292,30630280914,10346245064.008,2253100000.0,6.39168,0.0
3M,MMM,United States,104.1142144,30583000000,57195559844.905,793000000.0,-10.2924,325.63
Sumitomo Mitsui Financial Group,SMFG,Japan,9.5930764,30582300696,187778709417.49,10002600000.0,14.3494,0.0
Air Liquide,AI.PA,France,147.2411504,30519124475,84863576222.673,4593520000.0,0.0,163.356
Itaú Unibanco,ITUB,Brazil,5.1165614,30425037452,46166783539.446,8783180000.0,10.8289,691.74
GE Vernova,GEV,United States,192.96637,30405000000,53027517609.083,1064000000.0,-126.192,0.0
Jabil,JBL,United States,92.4105088,30377000000,10483510024.52,1868000000.0,19.9251,26.1566
United Natural Foods,UNFI,United States,12.7399712,30242000000,757647330.78272,-56000000.0,40.8049,0.0
Forvia SE,FRVIA.PA,France,7.77999258,30121600707,1527484459.5474,669909000.0,-4.30539,534.48
Duke Energy,DUK,United States,87.6406392,30049000000,67676275024.527,8383000000.0,81.669,353.54
Sumitomo Denki Kōgyō,5802.T,Japan,12.278147244,30032521202,9575286097.7252,1822200000.0,17.9311,297.319
China Resources Land,1109.HK,Hong Kong,2.800507784,30022346127,19970277180.134,8048450000.0,0.0,508.1
Daikin,6367.T,Japan,107.37692712,29963184686,31436247368.805,2924550000.0,21.5209,110.381
Mitsubishi Chemical Holdings,4188.T,Japan,4.9149925016,29923931177,6994376436.1015,1985000000.0,14.0375,308.668
Penske Automotive,PAG,United States,123.5441944,29864400000,8249157148.9178,1232600000.0,9.66588,205.072
Banco do Brasil,BBAS3.SA,Brazil,3.7282474212,29785897341,21280670729.922,9938850000.0,2.17045,640.268
NTT Data,9613.T,Japan,13.770445904,29778081969,19306411323.063,2289760000.0,25.2458,79.1854
Arrow Electronics,ARW,United States,102.0035852,29673304000,5400497833.0419,1057560000.0,7.39481,0.0
Industrial Bank,601166.SS,China,2.0717844792,29637329498,43039946464.002,11698200000.0,4.61419,0.0
Ferguson,FERG,United Kingdom,150.5861548,29635000000,30220534595.256,2464000000.0,22.0371,154.563
BAE Systems,BA.L,United Kingdom,12.278375832,29401385348,37121429503.962,2963330000.0,2600.02,238.7
Takeda Pharmaceutical,TAK,Japan,10.915077,29307236309,34599265378.796,1208180000.0,31.3484,0.0
Paramount Global,PARA,United States,8.1263034,29269000000,5754820887.9821,-4733000000.0,-5.73936,185.357
Bridgestone,5108.T,Japan,29.418285052,29190728084,20145397427.432,3645830000.0,9.37799,330.371
Wistron Corporation,3231.TW,Taiwan,2.402536076,29129218422,6999805654.0722,1023960000.0,24.4538,254.488
Intesa Sanpaolo,ISP.MI,Italy,3.2381623688,29096097231,57773976570.22,12447000000.0,11.7989,755.86
Tata Consultancy Services,TCS.NS,India,38.768296212,29034071971,140267140982.5,7565290000.0,34.3898,150.679
Hewlett Packard Enterprise,HPE,United States,15.2811078,29020000000,19845115314.176,2085000000.0,23.9762,253.227
Korea Gas,036460.KS,South Korea,26.531904376,29017835160,2315579464.2932,1068640000.0,5.34905,0.0
Empresas Copec,COPEC.SN,Chile,4.9983661648,28976115000,6497123286.9093,948437000.0,9.07976,0.222475
AntarChile,ANTARCHILE.SN,Chile,5.652524064,28976115000,2566295991.9237,951994000.0,7.55464,0.368468
CITIC Bank,601998.SS,China,0.75367063716,28947235491,36596669027.3,10609700000.0,5.63262,457.679
Wesfarmers,WES.AX,Australia,35.779431916,28934057512,40601777874.165,2428440000.0,32.8426,278.963
Canon,7751.T,Japan,25.155271244,28898930950,23964269990.669,2809350000.0,17.1767,273.278
NRG Energy,NRG,United States,68.6792646,28841000000,14174027027.415,3491000000.0,-11.8468,172.331
Centrica,CNA.L,United Kingdom,1.168503758,28721858543,6079997439.8587,-463353000.0,-948.077,335.348
Gree Electric Appliances,000651.SZ,China,5.154202224,28615870559,29025439141.117,5187480000.0,10.418,203.416
Türkiye Petrol Rafinerileri,TUPRS.IS,Turkey,3.4932360984,28141871152,6730767520.1263,2169320000.0,3.68955,1199.06
S-OIL,010950.KS,South Korea,34.8444308,28109210891,4015367555.5197,741341000.0,14.6896,238.283
EssilorLuxottica,EL.PA,France,180.1883008,28073181517,81872864416.738,3355070000.0,45.3618,181.04
Aluminum Corporation of China,601600.SS,China,0.956869368,28053718975,15120960621.409,3340250000.0,143.42,39.4455
WH Group,0288.HK,Hong Kong,0.60213431824,27858000000,7725504501.9007,1543000000.0,0.0,485.913
Gilead Sciences,GILD,United States,63.5550836,27803000000,79125445314.15,1538000000.0,19.0456,363.593
KEPCO,9503.T,Japan,12.676576128,27648064144,11312420612.181,4338660000.0,9.37221,186.996
DiDi,DIDIY,China,3.7945608,27524186229,18374021940.019,261473000.0,-6.45294,0.0
ASML,ASML,Netherlands,639.9397256,27469818301,252947850959.26,8638230000.0,40.5073,77.8573
